id,text,conversation_mode,split,source,source_intent,base_id,generation_family,label_source,review_status,note
mode_v1_04864,对了，你好。,SOCIAL_ONLY,train,generated_mode_v1,,,social_greeting,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04865,有人吗？帮我看下,SOCIAL_ONLY,train,intent_train_v42_project,CHITCHAT.GENERAL,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04866,客服，你平时忙不忙？,SOCIAL_ONLY,train,generated_mode_v1,,,social_casual,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04867,你回复得挺快，继续保持。,SOCIAL_ONLY,train,generated_mode_v1,,,social_compliment,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04868,客服，你喜欢聊天吗，随便问问。,SOCIAL_ONLY,train,generated_mode_v1,,,social_casual,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04869,没别的事，谢谢你！,SOCIAL_ONLY,train,generated_mode_v1,,,social_thanks,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04870,中午好,SOCIAL_ONLY,train,intent_train_v42_project,CHITCHAT.GENERAL,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04871,麻烦问下麻烦问一下麻烦了,SOCIAL_ONLY,train,intent_train_v42_project,CHITCHAT.GENERAL,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04872,请问您好,SOCIAL_ONLY,train,intent_train_v42_project,CHITCHAT.GENERAL,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04873,请问请问有人处理吗帮我看下,SOCIAL_ONLY,train,intent_train_v42_project,CHITCHAT.GENERAL,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04874,你会不会觉得无聊？,SOCIAL_ONLY,train,generated_mode_v1,,,social_casual,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04875,客服，你是什么身份呢,SOCIAL_ONLY,train,intent_train_v42_project,META.BOT_IDENTITY,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04876,没别的事，嘿嘿哈哈。,SOCIAL_ONLY,train,generated_mode_v1,,,social_laughter,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04877,对了，我要去忙了。,SOCIAL_ONLY,train,generated_mode_v1,,,social_goodbye,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04878,顺便聊一句，今天挺开心的呢。,SOCIAL_ONLY,train,generated_mode_v1,,,social_mood,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04879,就是老板在吗帮我看下,SOCIAL_ONLY,train,intent_train_v42_project,CHITCHAT.GENERAL,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04880,你今天心情怎么样呢？,SOCIAL_ONLY,train,generated_mode_v1,,,social_casual,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04881,没别的事，我今天心情不错呢。,SOCIAL_ONLY,train,generated_mode_v1,,,social_mood,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04882,好的谢谢,SOCIAL_ONLY,train,intent_train_v42_project,CHITCHAT.THANKS,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04883,说起来，今天真热呀。,SOCIAL_ONLY,train,generated_mode_v1,,,social_weather,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04884,今天特别放松，随便聊聊。,SOCIAL_ONLY,train,generated_mode_v1,,,social_mood,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04885,客服，最近有点冷～,SOCIAL_ONLY,train,generated_mode_v1,,,social_weather,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04886,对了，哈哈😂,SOCIAL_ONLY,train,generated_mode_v1,,,social_laughter,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04887,客服，最近有点冷呢。,SOCIAL_ONLY,train,generated_mode_v1,,,social_weather,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04888,顺便聊一句，谢谢你耐心解释！,SOCIAL_ONLY,train,generated_mode_v1,,,social_thanks,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04889,顺便聊一句，好好笑～,SOCIAL_ONLY,train,generated_mode_v1,,,social_laughter,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04890,客服，我被你逗笑了😂,SOCIAL_ONLY,train,generated_mode_v1,,,social_laughter,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04891,想问一下是真人吗谢谢,SOCIAL_ONLY,train,intent_train_v42_project,META.BOT_IDENTITY,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04892,顺便聊一句，我要去忙了，祝你顺利。,SOCIAL_ONLY,train,generated_mode_v1,,,social_goodbye,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04893,对了，在吗，很高兴见到你。,SOCIAL_ONLY,train,generated_mode_v1,,,social_greeting,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04894,顺便聊一句，感谢你的帮助，真的谢谢。,SOCIAL_ONLY,train,generated_mode_v1,,,social_thanks,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04895,对了，你服务态度很好。,SOCIAL_ONLY,train,generated_mode_v1,,,social_compliment,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04896,说起来，回头再聊，下次见。,SOCIAL_ONLY,train,generated_mode_v1,,,social_goodbye,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04897,顺便聊一句，晚安，下次见。,SOCIAL_ONLY,train,generated_mode_v1,,,social_goodbye,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04898,客服，辛苦了,SOCIAL_ONLY,train,intent_train_v42_project,CHITCHAT.THANKS,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04899,对面是真人客服吗谢谢哈,SOCIAL_ONLY,train,intent_train_v42_project,META.BOT_IDENTITY,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04900,客服，你能听懂方言吗，随便问问。,SOCIAL_ONLY,train,generated_mode_v1,,,social_casual,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04901,客服，你吃饭了吗呀？,SOCIAL_ONLY,train,generated_mode_v1,,,social_casual,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04902,亲，是真人吗,SOCIAL_ONLY,train,intent_train_v42_project,META.BOT_IDENTITY,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04903,客服，你平时忙不忙呀？,SOCIAL_ONLY,train,generated_mode_v1,,,social_casual,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04904,说起来，今天先这样啦。,SOCIAL_ONLY,train,generated_mode_v1,,,social_goodbye,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04905,没别的事，谢谢你，你辛苦了。,SOCIAL_ONLY,train,generated_mode_v1,,,social_thanks,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04906,顺便聊一句，改天再找你聊天。,SOCIAL_ONLY,train,generated_mode_v1,,,social_goodbye,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04907,哈哈，真逗。,SOCIAL_ONLY,train,generated_mode_v1,,,social_laughter,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04908,没别的事，我今天起得很早，今天还挺充实。,SOCIAL_ONLY,train,generated_mode_v1,,,social_daily,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04909,就是辛苦了,SOCIAL_ONLY,train,intent_train_v42_project,CHITCHAT.THANKS,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04910,帮我看下在不在,SOCIAL_ONLY,train,intent_train_v42_project,CHITCHAT.GENERAL,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04911,说起来，最近睡得不太好呀。,SOCIAL_ONLY,train,generated_mode_v1,,,social_mood,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04912,对了，嗨呀。,SOCIAL_ONLY,train,generated_mode_v1,,,social_greeting,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04913,想问一下你是AI吗哈,SOCIAL_ONLY,train,intent_train_v42_project,META.BOT_IDENTITY,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04914,客服，你反应真快，值得表扬。,SOCIAL_ONLY,train,generated_mode_v1,,,social_compliment,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04915,打扰了你是AI吗,SOCIAL_ONLY,train,intent_train_v42_project,META.BOT_IDENTITY,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04916,对了，今天心情一般。,SOCIAL_ONLY,train,generated_mode_v1,,,social_mood,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04917,顺便聊一句，谢谢你！,SOCIAL_ONLY,train,generated_mode_v1,,,social_thanks,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04918,说起来，你能听懂方言吗呢？,SOCIAL_ONLY,train,generated_mode_v1,,,social_casual,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04919,顺便聊一句，你平时忙不忙呀？,SOCIAL_ONLY,train,generated_mode_v1,,,social_casual,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04920,对了，刚才下了一场大雨～,SOCIAL_ONLY,train,generated_mode_v1,,,social_weather,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04921,顺便聊一句，你能听懂方言吗😊,SOCIAL_ONLY,train,generated_mode_v1,,,social_casual,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04922,说起来，麻烦你了😊,SOCIAL_ONLY,train,generated_mode_v1,,,social_thanks,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04923,咨询一下人工还是机器人麻烦了,SOCIAL_ONLY,train,intent_train_v42_project,META.BOT_IDENTITY,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04924,顺便聊一句，我先走了，拜拜。,SOCIAL_ONLY,train,generated_mode_v1,,,social_goodbye,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04925,对了，谢谢你耐心解释。,SOCIAL_ONLY,train,generated_mode_v1,,,social_thanks,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04926,顺便聊一句，哈哈，有点意思。,SOCIAL_ONLY,train,generated_mode_v1,,,social_laughter,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04927,顺便聊一句，周末过得真快呀。,SOCIAL_ONLY,train,generated_mode_v1,,,social_daily,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04928,客服，拜拜，拜拜。,SOCIAL_ONLY,train,generated_mode_v1,,,social_goodbye,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04929,说起来，嗨，很高兴见到你。,SOCIAL_ONLY,train,generated_mode_v1,,,social_greeting,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04930,顺便聊一句，今天真热呢。,SOCIAL_ONLY,train,generated_mode_v1,,,social_weather,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04931,客服，改天再找你聊天啦。,SOCIAL_ONLY,train,generated_mode_v1,,,social_goodbye,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04932,客服，你很有耐心，继续保持。,SOCIAL_ONLY,train,generated_mode_v1,,,social_compliment,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04933,说起来，这回答挺有趣哈哈。,SOCIAL_ONLY,train,generated_mode_v1,,,social_laughter,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04934,对了，你吃饭了吗😊,SOCIAL_ONLY,train,generated_mode_v1,,,social_casual,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04935,客服，哈喽，很高兴见到你。,SOCIAL_ONLY,train,generated_mode_v1,,,social_greeting,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04936,在吗机器人客服吗急,SOCIAL_ONLY,train,intent_train_v42_project,META.BOT_IDENTITY,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04937,客服，今天工作终于结束了呢。,SOCIAL_ONLY,train,generated_mode_v1,,,social_daily,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04938,谢谢你啊,SOCIAL_ONLY,train,intent_train_v42_project,CHITCHAT.THANKS,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04939,你好，您好客服帮我看下,SOCIAL_ONLY,train,intent_train_v42_project,CHITCHAT.GENERAL,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04940,感谢你的帮助呀。,SOCIAL_ONLY,train,generated_mode_v1,,,social_thanks,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04941,你好人工还是机器人一下,SOCIAL_ONLY,train,intent_train_v42_project,META.BOT_IDENTITY,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04942,没别的事，你反应真快，继续保持。,SOCIAL_ONLY,train,generated_mode_v1,,,social_compliment,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04943,说起来，你服务态度很好😊,SOCIAL_ONLY,train,generated_mode_v1,,,social_compliment,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04944,对了，这个客服不错，继续保持。,SOCIAL_ONLY,train,generated_mode_v1,,,social_compliment,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04945,说起来，今天心情一般呢。,SOCIAL_ONLY,train,generated_mode_v1,,,social_mood,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04946,顺便聊一句，今天工作终于结束了呢。,SOCIAL_ONLY,train,generated_mode_v1,,,social_daily,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04947,你好，谢谢你呢,SOCIAL_ONLY,train,intent_train_v42_project,CHITCHAT.THANKS,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04948,今天真热呢。,SOCIAL_ONLY,train,generated_mode_v1,,,social_weather,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04949,说起来，辛苦了，你辛苦了。,SOCIAL_ONLY,train,generated_mode_v1,,,social_thanks,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04950,客服，你今天心情怎么样呀？,SOCIAL_ONLY,train,generated_mode_v1,,,social_casual,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04951,顺便聊一句，晚上好，很高兴见到你。,SOCIAL_ONLY,train,generated_mode_v1,,,social_greeting,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04952,客服，今天特别放松～,SOCIAL_ONLY,train,generated_mode_v1,,,social_mood,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04953,晚安，拜拜。,SOCIAL_ONLY,train,generated_mode_v1,,,social_goodbye,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04954,在线吗啊,SOCIAL_ONLY,train,intent_train_v42_project,CHITCHAT.GENERAL,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04955,客服，今天心情一般，随便聊聊。,SOCIAL_ONLY,train,generated_mode_v1,,,social_mood,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04956,没别的事，你喜欢聊天吗呢？,SOCIAL_ONLY,train,generated_mode_v1,,,social_casual,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04957,说起来，谢谢你。,SOCIAL_ONLY,train,generated_mode_v1,,,social_thanks,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04958,说起来，哈哈😂,SOCIAL_ONLY,train,generated_mode_v1,,,social_laughter,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04959,你好，行麻烦了,SOCIAL_ONLY,train,intent_train_v42_project,CHITCHAT.THANKS,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04960,咨询一下机器人客服吗,SOCIAL_ONLY,train,intent_train_v42_project,META.BOT_IDENTITY,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04961,说起来，今天心情一般，想找个人说说话。,SOCIAL_ONLY,train,generated_mode_v1,,,social_mood,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04962,对了，你今天心情怎么样？,SOCIAL_ONLY,train,generated_mode_v1,,,social_casual,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04963,顺便聊一句，你好！,SOCIAL_ONLY,train,generated_mode_v1,,,social_greeting,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04964,没别的事，我刚运动回来，今天还挺充实。,SOCIAL_ONLY,train,generated_mode_v1,,,social_daily,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04965,顺便聊一句，天气不错，挺适合聊天的。,SOCIAL_ONLY,train,generated_mode_v1,,,social_weather,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04966,说起来，谢谢你耐心解释，真的谢谢。,SOCIAL_ONLY,train,generated_mode_v1,,,social_thanks,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04967,说起来，你很有耐心。,SOCIAL_ONLY,train,generated_mode_v1,,,social_compliment,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04968,你还挺聪明，值得表扬。,SOCIAL_ONLY,train,generated_mode_v1,,,social_compliment,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04969,客服，我今天心情不错，随便聊聊。,SOCIAL_ONLY,train,generated_mode_v1,,,social_mood,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04970,说起来，你反应真快，值得表扬。,SOCIAL_ONLY,train,generated_mode_v1,,,social_compliment,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04971,没别的事，我正在回家的路上～,SOCIAL_ONLY,train,generated_mode_v1,,,social_daily,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04972,客服，你会休息吗，随便问问。,SOCIAL_ONLY,train,generated_mode_v1,,,social_casual,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04973,请问人工还是机器人急,SOCIAL_ONLY,train,intent_train_v42_project,META.BOT_IDENTITY,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04974,麻烦问下明白了急,SOCIAL_ONLY,train,intent_train_v42_project,CHITCHAT.THANKS,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04975,请问好的谢谢帮我看下,SOCIAL_ONLY,train,intent_train_v42_project,CHITCHAT.THANKS,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04976,没别的事，谢谢你耐心解释，你辛苦了。,SOCIAL_ONLY,train,generated_mode_v1,,,social_thanks,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04977,顺便聊一句，今天工作终于结束了。,SOCIAL_ONLY,train,generated_mode_v1,,,social_daily,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04978,亲机器人客服吗哈,SOCIAL_ONLY,train,intent_train_v42_project,META.BOT_IDENTITY,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04979,客服你好你是机器人吗谢谢,SOCIAL_ONLY,train,intent_train_v42_project,META.BOT_IDENTITY,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04980,说起来，今天心情一般。,SOCIAL_ONLY,train,generated_mode_v1,,,social_mood,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04981,我想问一下中午好呢,SOCIAL_ONLY,train,intent_train_v42_project,CHITCHAT.GENERAL,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04982,麻烦问下您好,SOCIAL_ONLY,train,intent_train_v42_project,CHITCHAT.GENERAL,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04983,嘿嘿哈哈。,SOCIAL_ONLY,train,generated_mode_v1,,,social_laughter,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04984,没别的事，你还挺聪明呀。,SOCIAL_ONLY,train,generated_mode_v1,,,social_compliment,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04985,客服，多谢啦，你辛苦了。,SOCIAL_ONLY,train,generated_mode_v1,,,social_thanks,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04986,在吗，人工还是机器人哈,SOCIAL_ONLY,train,intent_train_v42_project,META.BOT_IDENTITY,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04987,没别的事，你每天都在线吗呀？,SOCIAL_ONLY,train,generated_mode_v1,,,social_casual,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04988,客服，先聊到这里～,SOCIAL_ONLY,train,generated_mode_v1,,,social_goodbye,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04989,客服，知道了,SOCIAL_ONLY,train,intent_train_v42_project,CHITCHAT.THANKS,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04990,没别的事，我先走了，下次见。,SOCIAL_ONLY,train,generated_mode_v1,,,social_goodbye,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04991,请问在吗呢,SOCIAL_ONLY,train,intent_train_v42_project,CHITCHAT.GENERAL,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
mode_v1_04992,你喜欢聊天吗，我有点好奇。,SOCIAL_ONLY,train,generated_mode_v1,,,social_casual,synthetic_rule,synthetic_needs_human_spotcheck,纯社交表达，不含业务动作、槽位或商品事实请求。
mode_v1_04993,你好你是AI吗哈,SOCIAL_ONLY,train,intent_train_v42_project,META.BOT_IDENTITY,,existing_social_example,intent_mapping,weak_label_needs_sample_audit,高频闲聊/身份询问；命中后跳过业务意图二判。
