row_id,split,case_family_id,scenario_family,message,current_state,has_active_task,active_intent,active_domain,pending_slot,suspended_task_count,control_result,slot_match,slot_match_type,slot_value_type,explicit_switch_signal,has_business_object,setfit_top1_label,setfit_top1_score,setfit_top2_label,setfit_top2_score,setfit_margin,setfit_low_conf,setfit_ambiguous,llm_review_expected,target_decision,target_intent,target_domain,target_risk_level,target_priority,feature_source,sample_weight,notes
3125,train,TRANSFER_HUMAN:83745,TRANSFER_HUMAN,给我人工处理,COLLECTING,True,AFTERSALE.REPAIR,AFTERSALE,,0,RULE_KEYWORD,False,NONE,NONE,False,False,META.TRANSFER_HUMAN,0.9424,META.UNKNOWN,0.0433,0.8991,False,False,False,TRANSFER_HUMAN,META.TRANSFER_HUMAN,META,L0,30,SYNTHETIC_SIMULATED,1.0,
3126,train,COLLECTING_SLOT_PHRASED:47194,COLLECTING_SLOT_PHRASED,这单是202607300001,COLLECTING,True,PAYMENT.INVOICE,PAYMENT,customer_phone_or_order_id,0,NONE,True,CONTEXTUAL_ANSWER,ORDER_ID_OR_PHONE,False,False,PAYMENT.INVOICE,0.3009,ORDER.QUERY_STATUS,0.1871,0.1138,True,False,False,CONTINUE_CURRENT,PAYMENT.INVOICE,PAYMENT,L3,60,SYNTHETIC_SIMULATED,1.5,pending-slot-aware extraction 应优先于业务意图切换
3127,train,COLLECTING_SLOT_PHRASED:49581,COLLECTING_SLOT_PHRASED,编号为13912345678,COLLECTING,True,PAYMENT.INVOICE,PAYMENT,customer_phone_or_order_id,0,NONE,True,EXPLICIT_SLOT_NAME,ORDER_ID_OR_PHONE,False,False,PAYMENT.INVOICE,0.3948,ORDER.QUERY_STATUS,0.3362,0.0586,True,True,False,CONTINUE_CURRENT,PAYMENT.INVOICE,PAYMENT,L3,60,SYNTHETIC_SIMULATED,1.5,pending-slot-aware extraction 应优先于业务意图切换
3128,train,AMBIGUOUS_PAIR:25217,AMBIGUOUS_PAIR,我不想要了,COLLECTING,True,AFTERSALE.REFUND,AFTERSALE,customer_phone_or_order_id,0,NONE,False,NONE,NONE,False,True,ORDER.CANCEL,0.5982,AFTERSALE.REFUND,0.5583,0.0399,True,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.5,top1 较高但 margin 小，进入候选二判
3129,train,CONFIRMING_BUSINESS_SWITCH:12890,CONFIRMING_BUSINESS_SWITCH,等等，订单付款成功了吗,CONFIRMING,True,ORDER.CHANGE_ADDRESS,ORDER,,2,NONE,False,NONE,NONE,True,True,ORDER.QUERY_STATUS,0.9117,ORDER.CHANGE_ADDRESS,0.1139,0.7978,False,False,False,SWITCH_NEW,ORDER.QUERY_STATUS,ORDER,L1,70,SYNTHETIC_SIMULATED,1.5,
3130,train,OOS_UNKNOWN:30712,OOS_UNKNOWN,附近有什么好吃的,IDLE,False,,,,0,NONE,False,NONE,NONE,False,False,META.UNKNOWN,0.5453,ORDER.CHANGE_ADDRESS,0.5151,0.0302,True,True,True,UNKNOWN,,,,,SYNTHETIC_SIMULATED,1.0,有 active_task 但无续接证据时不得污染槽位
3131,train,OOS_UNKNOWN:60758,OOS_UNKNOWN,asdfghjkl,COLLECTING,True,ORDER.CHANGE_ADDRESS,ORDER,customer_phone_or_order_id,0,NONE,False,NONE,NONE,False,False,META.UNKNOWN,0.5654,PRODUCT.COMPARE,0.5201,0.0453,True,True,True,ASK_CLARIFICATION,,,,,SYNTHETIC_SIMULATED,1.0,有 active_task 但无续接证据时不得污染槽位
3132,test,MULTI_INTENT:47179,MULTI_INTENT,帮我改地址，另外开一张发票,COLLECTING,True,PRODUCT.ASK_INFO,PRODUCT,,0,NONE,False,NONE,NONE,True,True,ORDER.CHANGE_ADDRESS,0.7597,AFTERSALE.RETURN,0.7106,0.0491,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.0,多意图与条件任务先交分段/LLM，不由 meta 直接执行
3133,validation,ABORT_BARE:24643,ABORT_BARE,先这样吧,EXECUTING,True,ORDER.CHANGE_ADDRESS,ORDER,customer_phone_or_order_id,0,RULE_KEYWORD,False,NONE,NONE,False,False,META.ABORT,0.3955,ORDER.CHANGE_ADDRESS,0.2897,0.1058,True,False,False,CANCEL_CURRENT,ORDER.CHANGE_ADDRESS,ORDER,L3,60,SYNTHETIC_SIMULATED,1.0,裸取消压倒当前操作
3134,validation,IDLE_CLEAR_INTENT:94310,IDLE_CLEAR_INTENT,麻烦帮我现在能拍吗,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,PRODUCT.ASK_STOCK,0.7926,ORDER.CREATE,0.0983,0.6943,False,False,False,ACCEPT_NEW_INTENT,PRODUCT.ASK_STOCK,PRODUCT,L0,70,SYNTHETIC_SIMULATED,1.0,
3135,train,COLLECTING_SLOT_PHRASED:21313,COLLECTING_SLOT_PHRASED,编号为SO93847561,COLLECTING,True,AFTERSALE.REFUND,AFTERSALE,customer_phone_or_order_id,0,NONE,True,EXPLICIT_SLOT_NAME,ORDER_ID_OR_PHONE,False,False,ORDER.QUERY_STATUS,0.7421,AFTERSALE.REFUND,0.089,0.6531,False,False,False,CONTINUE_CURRENT,AFTERSALE.REFUND,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.5,pending-slot-aware extraction 应优先于业务意图切换
3136,train,ABORT_BARE:46029,ABORT_BARE,不用了,COLLECTING,True,AFTERSALE.REFUND,AFTERSALE,customer_phone_or_order_id,0,RULE_KEYWORD,False,NONE,NONE,False,False,META.ABORT,0.5677,AFTERSALE.REFUND,0.5073,0.0604,True,True,False,CANCEL_CURRENT,AFTERSALE.REFUND,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.0,裸取消压倒当前操作
3137,test,CONFIRMING_CONFIRM:49796,CONFIRMING_CONFIRM,对,CONFIRMING,True,ORDER.CHANGE_ADDRESS,ORDER,,0,RULE_CONFIRM_GATE,False,NONE,NONE,False,False,ORDER.CHANGE_ADDRESS,0.5033,PAYMENT.METHOD,0.3882,0.1151,True,False,False,CONFIRM_CURRENT,ORDER.CHANGE_ADDRESS,ORDER,L3,60,SYNTHETIC_SIMULATED,1.0,META.CONFIRM 仅 CONFIRMING 有效
3138,train,TRANSFER_HUMAN:90472,TRANSFER_HUMAN,给我人工处理,IDLE,False,,,,0,RULE_KEYWORD,False,NONE,NONE,False,False,META.TRANSFER_HUMAN,0.8873,META.UNKNOWN,0.1469,0.7404,False,False,False,TRANSFER_HUMAN,META.TRANSFER_HUMAN,META,L0,30,SYNTHETIC_SIMULATED,1.0,
3139,test,IDLE_CLEAR_INTENT:17872,IDLE_CLEAR_INTENT,请问好的谢谢你,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,CHITCHAT.THANKS,0.9411,PRODUCT.ASK_PRICE,0.1827,0.7584,False,False,False,ACCEPT_NEW_INTENT,CHITCHAT.THANKS,CHITCHAT,L0,90,SYNTHETIC_SIMULATED,1.0,
3140,validation,COLLECTING_SWITCH_IMPLICIT:12318,COLLECTING_SWITCH_IMPLICIT,钱扣了订单还是未付款,COLLECTING,True,AFTERSALE.RETURN,AFTERSALE,customer_phone_or_order_id,0,NONE,False,NONE,NONE,False,True,PAYMENT.ISSUE,0.9151,AFTERSALE.RETURN,0.0512,0.8639,False,False,False,SWITCH_NEW,PAYMENT.ISSUE,PAYMENT,L1,60,SYNTHETIC_SIMULATED,1.5,任务进行态隐式切换应使用更严格分数与 margin
3141,train,TRANSFER_HUMAN:16532,TRANSFER_HUMAN,别让机器人回了,IDLE,False,,,,0,RULE_KEYWORD,False,NONE,NONE,False,False,META.TRANSFER_HUMAN,0.8294,META.UNKNOWN,0.091,0.7384,False,False,False,TRANSFER_HUMAN,META.TRANSFER_HUMAN,META,L0,30,SYNTHETIC_SIMULATED,1.0,
3142,train,COLLECTING_SWITCH_EXPLICIT:13251,COLLECTING_SWITCH_EXPLICIT,再帮我，退换货政策是什么,COLLECTING,True,PRODUCT.COMPARE,PRODUCT,product_ids,2,NONE,False,NONE,NONE,True,True,FAQ.GENERAL,0.8579,PRODUCT.COMPARE,0.1888,0.6691,False,False,False,SWITCH_NEW,FAQ.GENERAL,FAQ,L0,80,SYNTHETIC_SIMULATED,1.0,
3143,test,COLLECTING_SLOT_PHRASED:40539,COLLECTING_SLOT_PHRASED,这单是13912345678,COLLECTING,True,PAYMENT.ISSUE,PAYMENT,customer_phone_or_order_id,0,NONE,True,CONTEXTUAL_ANSWER,ORDER_ID_OR_PHONE,False,False,ORDER.QUERY_STATUS,0.8554,PAYMENT.ISSUE,0.0458,0.8096,False,False,False,CONTINUE_CURRENT,PAYMENT.ISSUE,PAYMENT,L1,60,SYNTHETIC_SIMULATED,1.5,pending-slot-aware extraction 应优先于业务意图切换
3144,train,CONFIRMING_CONFIRM:11252,CONFIRMING_CONFIRM,是的,CONFIRMING,True,ORDER.CANCEL,ORDER,,0,RULE_CONFIRM_GATE,False,NONE,NONE,False,False,ORDER.CANCEL,0.5668,META.ABORT,0.5065,0.0603,True,True,False,CONFIRM_CURRENT,ORDER.CANCEL,ORDER,L3,60,SYNTHETIC_SIMULATED,1.0,META.CONFIRM 仅 CONFIRMING 有效
3145,train,CORRECTION_ACTIVE:14138,CORRECTION_ACTIVE,地址不对，改成公司,COLLECTING,True,AFTERSALE.REFUND,AFTERSALE,customer_phone_or_order_id,0,RULE_KEYWORD,True,CORRECTION_VALUE,TEXT,False,True,META.CORRECTION,0.4682,AFTERSALE.REFUND,0.3829,0.0853,True,True,False,CORRECT_CURRENT,AFTERSALE.REFUND,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.0,纠正当前理解并继承有效槽位
3146,train,COLLECTING_OTHER_SLOT:55876,COLLECTING_OTHER_SLOT,想换大一号,COLLECTING,True,AFTERSALE.EXCHANGE,AFTERSALE,exchange_reason,0,NONE,True,SEMANTIC_SLOT,EXCHANGE_REASON,False,False,AFTERSALE.EXCHANGE,0.7297,AFTERSALE.EXCHANGE,0.6919,0.0378,False,True,False,CONTINUE_CURRENT,AFTERSALE.EXCHANGE,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.0,槽位语义匹配成功时续接当前任务
3147,train,AMBIGUOUS_PAIR:76068,AMBIGUOUS_PAIR,这个价格有活动吗,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,PROMOTION.ACTIVITY,0.5613,PRODUCT.ASK_PRICE,0.4763,0.085,True,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.5,top1 较高但 margin 小，进入候选二判
3148,train,COLLECTING_SLOT_PHRASED:45261,COLLECTING_SLOT_PHRASED,我的订单号是SO93847561,COLLECTING,True,AFTERSALE.REPAIR,AFTERSALE,customer_phone_or_order_id,0,NONE,True,EXPLICIT_SLOT_NAME,ORDER_ID_OR_PHONE,False,True,AFTERSALE.REPAIR,0.3371,ORDER.QUERY_STATUS,0.2458,0.0913,True,True,False,CONTINUE_CURRENT,AFTERSALE.REPAIR,AFTERSALE,L2,60,SYNTHETIC_SIMULATED,1.5,pending-slot-aware extraction 应优先于业务意图切换
3149,train,CONFIRMING_DENY:69142,CONFIRMING_DENY,不对,CONFIRMING,True,AFTERSALE.EXCHANGE,AFTERSALE,,0,RULE_CONFIRM_GATE,False,NONE,NONE,False,False,AFTERSALE.EXCHANGE,0.5075,AFTERSALE.REFUND,0.4378,0.0697,True,True,False,DENY_CURRENT,AFTERSALE.EXCHANGE,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.0,否认当前确认门，不等于 ORDER.CANCEL
3150,validation,AMBIGUOUS_PAIR:89365,AMBIGUOUS_PAIR,订单怎么还没到,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,LOGISTICS.DELIVERY_TIME,0.6633,ORDER.QUERY_STATUS,0.6401,0.0232,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.5,top1 较高但 margin 小，进入候选二判
3151,train,CORRECTION_ACTIVE:55454,CORRECTION_ACTIVE,地址不对，改成公司,COLLECTING,True,AFTERSALE.REFUND,AFTERSALE,refund_reason,0,RULE_KEYWORD,True,CORRECTION_VALUE,TEXT,False,True,META.CORRECTION,0.4593,AFTERSALE.REFUND,0.3884,0.0709,True,True,False,CORRECT_CURRENT,AFTERSALE.REFUND,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.0,纠正当前理解并继承有效槽位
3152,train,TRANSFER_HUMAN:47657,TRANSFER_HUMAN,我要找真人客服,COLLECTING,True,CHITCHAT.GENERAL,CHITCHAT,,0,RULE_KEYWORD,False,NONE,NONE,False,False,META.TRANSFER_HUMAN,0.9532,META.UNKNOWN,0.1037,0.8495,False,False,False,TRANSFER_HUMAN,META.TRANSFER_HUMAN,META,L0,30,SYNTHETIC_SIMULATED,1.0,
3153,train,ABORT_BARE:51142,ABORT_BARE,不用了,CONFIRMING,True,PAYMENT.INVOICE,PAYMENT,customer_phone_or_order_id,0,RULE_KEYWORD,False,NONE,NONE,False,False,META.ABORT,0.5686,PAYMENT.INVOICE,0.4836,0.085,True,True,False,CANCEL_CURRENT,PAYMENT.INVOICE,PAYMENT,L3,60,SYNTHETIC_SIMULATED,1.0,裸取消压倒当前操作
3154,train,AMBIGUOUS_PAIR:39800,AMBIGUOUS_PAIR,钱扣了订单没反应,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,PAYMENT.ISSUE,0.5638,ORDER.QUERY_STATUS,0.5143,0.0495,True,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.5,top1 较高但 margin 小，进入候选二判
3155,validation,AMBIGUOUS_PAIR:89365,AMBIGUOUS_PAIR,订单怎么还没到,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,ORDER.QUERY_STATUS,0.5607,LOGISTICS.DELIVERY_TIME,0.4837,0.077,True,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.5,top1 较高但 margin 小，进入候选二判
3156,train,COLLECTING_SWITCH_IMPLICIT:48168,COLLECTING_SWITCH_IMPLICIT,这个型号还有货没,COLLECTING,True,AFTERSALE.RETURN,AFTERSALE,customer_phone_or_order_id,1,NONE,False,NONE,NONE,False,True,PRODUCT.ASK_STOCK,0.8664,AFTERSALE.RETURN,0.1895,0.6769,False,False,False,SWITCH_NEW,PRODUCT.ASK_STOCK,PRODUCT,L0,70,SYNTHETIC_SIMULATED,1.5,任务进行态隐式切换应使用更严格分数与 margin
3157,train,IDLE_CLEAR_INTENT:23301,IDLE_CLEAR_INTENT,这款怎么卖,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,PRODUCT.ASK_PRICE,0.78,PROMOTION.ACTIVITY,0.1644,0.6156,False,False,False,ACCEPT_NEW_INTENT,PRODUCT.ASK_PRICE,PRODUCT,L0,70,SYNTHETIC_SIMULATED,1.0,
3158,train,AMBIGUOUS_PAIR:18535,AMBIGUOUS_PAIR,我不想要了,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,ORDER.CANCEL,0.6227,AFTERSALE.REFUND,0.5787,0.044,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.5,top1 较高但 margin 小，进入候选二判
3159,train,CONFIRMING_DENY:74503,CONFIRMING_DENY,先不,CONFIRMING,True,ORDER.CHANGE_ADDRESS,ORDER,,0,RULE_CONFIRM_GATE,False,NONE,NONE,False,False,ORDER.CHANGE_ADDRESS,0.4462,PAYMENT.INVOICE,0.4136,0.0326,True,True,False,DENY_CURRENT,ORDER.CHANGE_ADDRESS,ORDER,L3,60,SYNTHETIC_SIMULATED,1.0,否认当前确认门，不等于 ORDER.CANCEL
3160,train,CORRECTION_ACTIVE:68525,CORRECTION_ACTIVE,不是退款，是退货,COLLECTING,True,PRODUCT.ASK_INFO,PRODUCT,attr_type,0,RULE_KEYWORD,False,CORRECTION_VALUE,TEXT,False,True,META.CORRECTION,0.4178,PRODUCT.ASK_INFO,0.3623,0.0555,True,True,False,CORRECT_CURRENT,PRODUCT.ASK_INFO,PRODUCT,L0,70,SYNTHETIC_SIMULATED,1.0,纠正当前理解并继承有效槽位
3161,train,CONFIRMING_DENY:20224,CONFIRMING_DENY,暂时别执行,CONFIRMING,True,PAYMENT.INVOICE,PAYMENT,,0,RULE_CONFIRM_GATE,False,NONE,NONE,False,False,PAYMENT.INVOICE,0.4096,FAQ.GENERAL,0.3634,0.0462,True,True,False,DENY_CURRENT,PAYMENT.INVOICE,PAYMENT,L3,60,SYNTHETIC_SIMULATED,1.0,否认当前确认门，不等于 ORDER.CANCEL
3162,train,IDLE_CLEAR_INTENT:34183,IDLE_CLEAR_INTENT,怎么把商品退回去,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,AFTERSALE.RETURN,0.8582,AFTERSALE.EXCHANGE,0.073,0.7852,False,False,False,ACCEPT_NEW_INTENT,AFTERSALE.RETURN,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.0,
3163,test,COLLECTING_SWITCH_EXPLICIT:26659,COLLECTING_SWITCH_EXPLICIT,先不说这个，帮我买两件,COLLECTING,True,ORDER.QUERY_STATUS,ORDER,customer_phone_or_order_id,1,NONE,False,NONE,NONE,True,True,ORDER.CREATE,0.9478,ORDER.QUERY_STATUS,0.1813,0.7665,False,False,False,SWITCH_NEW,ORDER.CREATE,ORDER,L2,60,SYNTHETIC_SIMULATED,1.0,
3164,train,COLLECTING_SWITCH_EXPLICIT:43294,COLLECTING_SWITCH_EXPLICIT,这个先放着，在吗,COLLECTING,True,META.BOT_IDENTITY,META,customer_phone_or_order_id,0,NONE,False,NONE,NONE,True,True,CHITCHAT.GENERAL,0.9389,META.BOT_IDENTITY,0.0961,0.8428,False,False,False,SWITCH_NEW,CHITCHAT.GENERAL,CHITCHAT,L0,90,SYNTHETIC_SIMULATED,1.0,
3165,train,MULTI_INTENT:85261,MULTI_INTENT,先看看库存，有货的话帮我下单,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,ORDER.CHANGE_ADDRESS,0.5509,AFTERSALE.COMPLAIN,0.4517,0.0992,True,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.0,多意图与条件任务先交分段/LLM，不由 meta 直接执行
3166,train,OOS_UNKNOWN:91360,OOS_UNKNOWN,怎么重装电脑系统,IDLE,False,,,,0,NONE,False,NONE,NONE,False,False,META.UNKNOWN,0.3455,PRODUCT.COMPARE,0.2315,0.114,True,False,True,UNKNOWN,,,,,SYNTHETIC_SIMULATED,1.0,有 active_task 但无续接证据时不得污染槽位
3167,train,MULTI_INTENT:44225,MULTI_INTENT,帮我改地址，另外开一张发票,IDLE,False,,,,0,NONE,False,NONE,NONE,True,True,LOGISTICS.TRACK,0.663,CHITCHAT.GENERAL,0.6158,0.0472,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.0,多意图与条件任务先交分段/LLM，不由 meta 直接执行
3168,test,AMBIGUOUS_PAIR:11673,AMBIGUOUS_PAIR,这个可以退吗,COLLECTING,True,PROMOTION.ACTIVITY,PROMOTION,,0,NONE,False,NONE,NONE,False,True,FAQ.GENERAL,0.704,AFTERSALE.RETURN,0.685,0.019,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.5,top1 较高但 margin 小，进入候选二判
3169,train,ABORT_BARE:05167,ABORT_BARE,没事了,COLLECTING,True,ORDER.CHANGE_ADDRESS,ORDER,customer_phone_or_order_id,0,RULE_KEYWORD,False,NONE,NONE,False,False,META.ABORT,0.5227,ORDER.CHANGE_ADDRESS,0.4693,0.0534,True,True,False,CANCEL_CURRENT,ORDER.CHANGE_ADDRESS,ORDER,L3,60,SYNTHETIC_SIMULATED,1.0,裸取消压倒当前操作
3170,train,AMBIGUOUS_PAIR:59176,AMBIGUOUS_PAIR,退货政策是什么,COLLECTING,True,PRODUCT.ASK_PRICE,PRODUCT,product_id,0,NONE,False,NONE,NONE,False,True,AFTERSALE.RETURN,0.6799,FAQ.GENERAL,0.6245,0.0554,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.5,top1 较高但 margin 小，进入候选二判
3171,test,COLLECTING_SLOT_PURE:65708,COLLECTING_SLOT_PURE,202607300001,COLLECTING,True,AFTERSALE.REPAIR,AFTERSALE,customer_phone_or_order_id,0,RULE_SLOT_ONLY,True,CONTEXTUAL_ANSWER,ORDER_ID_OR_PHONE,False,False,AFTERSALE.REPAIR,0.476,ORDER.QUERY_STATUS,0.4235,0.0525,True,True,False,CONTINUE_CURRENT,AFTERSALE.REPAIR,AFTERSALE,L2,60,SYNTHETIC_SIMULATED,1.0,pending-slot-aware extraction 应优先于业务意图切换
3172,train,ABORT_BARE:81140,ABORT_BARE,算了,EXECUTING,True,PAYMENT.INVOICE,PAYMENT,customer_phone_or_order_id,0,RULE_KEYWORD,False,NONE,NONE,False,False,META.ABORT,0.4527,PAYMENT.INVOICE,0.3934,0.0593,True,True,False,CANCEL_CURRENT,PAYMENT.INVOICE,PAYMENT,L3,60,SYNTHETIC_SIMULATED,1.0,裸取消压倒当前操作
3173,train,COLLECTING_SLOT_PHRASED:55137,COLLECTING_SLOT_PHRASED,手机号是8899001122,COLLECTING,True,LOGISTICS.DELIVERY_TIME,LOGISTICS,customer_phone_or_order_id,0,NONE,True,EXPLICIT_SLOT_NAME,ORDER_ID_OR_PHONE,False,True,LOGISTICS.DELIVERY_TIME,0.5366,ORDER.QUERY_STATUS,0.4579,0.0787,True,True,False,CONTINUE_CURRENT,LOGISTICS.DELIVERY_TIME,LOGISTICS,L1,70,SYNTHETIC_SIMULATED,1.5,pending-slot-aware extraction 应优先于业务意图切换
3174,train,COLLECTING_SLOT_PHRASED:19429,COLLECTING_SLOT_PHRASED,应该是12345678,COLLECTING,True,PAYMENT.ISSUE,PAYMENT,customer_phone_or_order_id,0,NONE,True,CONTEXTUAL_ANSWER,ORDER_ID_OR_PHONE,False,False,ORDER.QUERY_STATUS,0.8263,PAYMENT.ISSUE,0.2045,0.6218,False,False,False,CONTINUE_CURRENT,PAYMENT.ISSUE,PAYMENT,L1,60,SYNTHETIC_SIMULATED,1.5,pending-slot-aware extraction 应优先于业务意图切换
3175,train,CONFIRMING_CONFIRM:37410,CONFIRMING_CONFIRM,就这样,CONFIRMING,True,PAYMENT.INVOICE,PAYMENT,,0,RULE_CONFIRM_GATE,False,NONE,NONE,False,False,PAYMENT.INVOICE,0.5538,ORDER.QUERY_STATUS,0.4516,0.1022,True,False,False,CONFIRM_CURRENT,PAYMENT.INVOICE,PAYMENT,L3,60,SYNTHETIC_SIMULATED,1.0,META.CONFIRM 仅 CONFIRMING 有效
3176,train,CONFIRMING_CONFIRM:35207,CONFIRMING_CONFIRM,对,CONFIRMING,True,AFTERSALE.EXCHANGE,AFTERSALE,,0,RULE_CONFIRM_GATE,False,NONE,NONE,False,False,AFTERSALE.EXCHANGE,0.3844,ORDER.CANCEL,0.3497,0.0347,True,True,False,CONFIRM_CURRENT,AFTERSALE.EXCHANGE,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.0,META.CONFIRM 仅 CONFIRMING 有效
3177,train,AMBIGUOUS_PAIR:91802,AMBIGUOUS_PAIR,这个可以退吗,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,AFTERSALE.RETURN,0.5931,FAQ.GENERAL,0.5195,0.0736,True,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.5,top1 较高但 margin 小，进入候选二判
3178,train,IDLE_CLEAR_INTENT:73462,IDLE_CLEAR_INTENT,想咨询一下地址填错了,IDLE,False,,,,0,NONE,False,NONE,NONE,False,True,ORDER.CHANGE_ADDRESS,0.7943,PAYMENT.METHOD,0.1633,0.631,False,False,False,ACCEPT_NEW_INTENT,ORDER.CHANGE_ADDRESS,ORDER,L3,60,SYNTHETIC_SIMULATED,1.0,
3179,train,COLLECTING_SLOT_PHRASED:07144,COLLECTING_SLOT_PHRASED,应该是13912345678,COLLECTING,True,AFTERSALE.REFUND,AFTERSALE,customer_phone_or_order_id,0,NONE,True,CONTEXTUAL_ANSWER,ORDER_ID_OR_PHONE,False,False,ORDER.QUERY_STATUS,0.7643,AFTERSALE.REFUND,0.2568,0.5075,False,False,False,CONTINUE_CURRENT,AFTERSALE.REFUND,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.5,pending-slot-aware extraction 应优先于业务意图切换
3180,train,COLLECTING_SLOT_PHRASED:33454,COLLECTING_SLOT_PHRASED,手机号是12345678,COLLECTING,True,AFTERSALE.EXCHANGE,AFTERSALE,customer_phone_or_order_id,0,NONE,True,EXPLICIT_SLOT_NAME,ORDER_ID_OR_PHONE,False,True,ORDER.QUERY_STATUS,0.7195,AFTERSALE.EXCHANGE,0.2457,0.4738,False,False,False,CONTINUE_CURRENT,AFTERSALE.EXCHANGE,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.5,pending-slot-aware extraction 应优先于业务意图切换
3181,test,MULTI_INTENT:27627,MULTI_INTENT,查一下订单，顺便看看优惠券,COLLECTING,True,PAYMENT.INVOICE,PAYMENT,,0,NONE,False,NONE,NONE,True,True,PRODUCT.ASK_STOCK,0.7363,AFTERSALE.EXCHANGE,0.7018,0.0345,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.0,多意图与条件任务先交分段/LLM，不由 meta 直接执行
3182,train,CONFIRMING_CONFIRM:00263,CONFIRMING_CONFIRM,就这样,CONFIRMING,True,AFTERSALE.RETURN,AFTERSALE,,0,RULE_CONFIRM_GATE,False,NONE,NONE,False,False,AFTERSALE.RETURN,0.5371,AFTERSALE.EXCHANGE,0.4269,0.1102,True,False,False,CONFIRM_CURRENT,AFTERSALE.RETURN,AFTERSALE,L3,60,SYNTHETIC_SIMULATED,1.0,META.CONFIRM 仅 CONFIRMING 有效
3183,train,COLLECTING_SWITCH_EXPLICIT:64152,COLLECTING_SWITCH_EXPLICIT,对了，这是人工回复吗,COLLECTING,True,CHITCHAT.GENERAL,CHITCHAT,customer_phone_or_order_id,1,NONE,False,NONE,NONE,True,True,META.BOT_IDENTITY,0.8028,CHITCHAT.GENERAL,0.0746,0.7282,False,False,False,SWITCH_NEW,META.BOT_IDENTITY,META,L0,90,SYNTHETIC_SIMULATED,1.0,
3184,test,OOS_UNKNOWN:49610,OOS_UNKNOWN,你能帮我写代码吗,COLLECTING,True,LOGISTICS.TRACK,LOGISTICS,customer_phone_or_order_id,0,NONE,False,NONE,NONE,False,False,META.UNKNOWN,0.4988,ORDER.QUERY_STATUS,0.4848,0.014,True,True,True,ASK_CLARIFICATION,,,,,SYNTHETIC_SIMULATED,1.0,有 active_task 但无续接证据时不得污染槽位
3185,train,TRANSFER_HUMAN:07076,TRANSFER_HUMAN,转人工,IDLE,False,,,,0,RULE_KEYWORD,False,NONE,NONE,False,False,META.TRANSFER_HUMAN,0.8931,META.UNKNOWN,0.0318,0.8613,False,False,False,TRANSFER_HUMAN,META.TRANSFER_HUMAN,META,L0,30,SYNTHETIC_SIMULATED,1.0,
3186,train,MULTI_INTENT:59172,MULTI_INTENT,先看看库存，有货的话帮我下单,COLLECTING,True,PRODUCT.ASK_INFO,PRODUCT,,0,NONE,False,NONE,NONE,False,True,LOGISTICS.TRACK,0.6416,PRODUCT.RECOMMEND,0.5892,0.0524,False,True,True,SEND_TO_LLM,,,,,SYNTHETIC_SIMULATED,1.0,多意图与条件任务先交分段/LLM，不由 meta 直接执行
